location,date,frequency,state,state_code,crime_type,crime_count,Clearances,year,population,total_population_at_date,total_crime_count_at_date,crime_rate,crime_count_standardized,crime_count_weighted,crime_relative_intensity,crime_rate_normalized,crime_count_normalized
TN,2024/09,0,Tennessee,TN,Aggravated Assault Reported by Population,3127.0,1340.0,2024.0,7227.75,340110.988,145246.0,43263.80962263499,0.0688435500732992,66.4523495195045,1.0130741662695215,0.1542474970452216,0.0245385774373783
TN,2024/10,2,Tennessee,TN,Aggravated Assault Reported by Population,2992.0,1473.0,2024.0,7227.75,340110.988,140308.0,41396.00843969423,0.0544333057826779,63.58344411971776,1.0034522143912497,0.1475882670800457,0.023479188900747
TN,2024/11,0,Tennessee,TN,Aggravated Assault Reported by Population,2554.0,1150.0,2024.0,7227.75,340110.988,125239.0,35336.03126837536,0.0076800687508844,54.27543993374304,0.9596190089896948,0.1259827654152529,0.0200420616485655
TN,2024/12,3,Tennessee,TN,Aggravated Assault Reported by Population,2613.0,1202.0,2024.0,7227.75,340110.988,139446.0,36152.329563142055,0.0139778792186374,55.529257849205386,0.8817610061401441,0.1288930955481816,0.0205050536756858
TN,2025/01,0,Tennessee,TN,Aggravated Assault Reported by Population,2454.0,1125.0,2025.0,7227.75,340110.988,108808.0,33952.474836567395,-0.0029941862792054,52.15032482278991,1.0612831558074844,0.1210500024780856,0.0192573293992089
TN,2025/02,0,Tennessee,TN,Aggravated Assault Reported by Population,2117.0,1044.0,2025.0,7227.75,340110.988,99119.0,29289.889661374564,-0.0389664257306081,44.988686898877845,1.0050356955922768,0.1044265913798318,0.0166127817188775
TN,2025/03,2,Tennessee,TN,Aggravated Assault Reported by Population,2636.0,1264.0,2025.0,7227.75,340110.988,119584.0,36470.54754245789,0.016432957875558,56.01803432472461,1.0372653496760706,0.1300276310237301,0.0206855420930378
TN,2025/04,3,Tennessee,TN,Aggravated Assault Reported by Population,2757.0,1259.0,2025.0,7227.75,340110.988,120854.0,38144.65082494552,0.0293488064619668,58.5894236089779,1.0734783192105546,0.1359962741777026,0.0216350681147592
TN,2025/05,6,Tennessee,TN,Aggravated Assault Reported by Population,2849.0,1293.0,2025.0,7227.75,340110.988,127470.0,39417.52274220885,0.0391691210896494,60.54452951105478,1.0517245316047008,0.1405344160798965,0.0223570217841672
TN,2025/06,5,Tennessee,TN,Aggravated Assault Reported by Population,2818.0,1352.0,2025.0,7227.75,340110.988,121779.0,38988.62024834838,0.0358601020303216,59.88574382665931,1.0888953065325362,0.1390052595693746,0.0221137547868667
TN,2025/07,1,Tennessee,TN,Aggravated Assault Reported by Population,2791.0,1362.0,2025.0,7227.75,340110.988,119345.0,38615.06001176023,0.0329780531721973,59.311962746701965,1.10045717979631,0.1376734135763395,0.0219018770795404
TN,2025/08,3,Tennessee,TN,Aggravated Assault Reported by Population,2479.0,1289.0,2025.0,7227.75,340110.988,96236.0,34298.36394451939,-0.0003256225216829,52.68160360052818,1.2121503852980242,0.1222831932123775,0.0194535124615481
TN,2025/09,9,Tennessee,TN,Aggravated Assault Reported by Population,2171.0,1077.0,2025.0,7227.75,340110.988,59498.0,30037.010134550863,-0.0332023280143596,46.13624905879254,1.7170185877555728,0.1070902833659021,0.01703653713353
TN,2025/10,8,,,,,,,,,,,,,,,
TN,2025/11,0,,,,,,,,,,,,,,,
TX,2021/11,1,Texas,TX,Aggravated Assault Reported by Population,7104.0,2515.0,2021.0,29570.351,332099.76,103323.0,24024.06383339853,0.4933586726199722,632.544189444762,0.7721790727424032,0.0856524598152265,0.0557473789942871
TX,2021/12,12,Texas,TX,Aggravated Assault Reported by Population,7570.0,2589.0,2021.0,29570.351,332099.76,106837.0,25599.966669316844,0.5431007010601908,674.0370937636329,0.7957676448129508,0.0912709911037816,0.0594042312762885
TX,2022/01,27,Texas,TX,Aggravated Assault Reported by Population,7294.0,2555.0,2022.0,30113.488,334017.321,128093.0,24221.704240970023,0.5136397571771428,657.5939858879354,0.6316089685324839,0.086357102759267,0.0572383702680645
TX,2022/02,29,Texas,TX,Aggravated Assault Reported by Population,6615.0,2416.0,2022.0,30113.488,334017.321,120218.0,21966.900679190665,0.4411615655228328,596.3784229022064,0.6103350010428011,0.0783181018306212,0.0519100382949337
TX,2022/03,10,Texas,TX,Aggravated Assault Reported by Population,7802.0,2839.0,2022.0,30113.488,334017.321,144091.0,25908.65594845738,0.5678649727299993,703.3929637918388,0.6005885066114087,0.0923715541167811,0.0612248100947956
TX,2022/04,29,Texas,TX,Aggravated Assault Reported by Population,8167.0,2921.0,2022.0,30113.488,334017.321,146547.0,27120.737391829203,0.6068260035898272,736.29970972673,0.6181495388621615,0.0966929610960973,0.0640890828049469
TX,2022/05,55,Texas,TX,Aggravated Assault Reported by Population,8845.0,3095.0,2022.0,30113.488,334017.321,161556.0,29372.22018253083,0.6791974526938364,797.4251172441444,0.6072711813359503,0.1047201225535669,0.0694095674555841
TX,2022/06,39,Texas,TX,Aggravated Assault Reported by Population,7854.0,2898.0,2022.0,30113.488,334017.321,155272.0,26081.336044499392,0.573415585345646,708.0810481442069,0.5610553089858071,0.0929872066179439,0.061632870864461
TX,2022/07,22,Texas,TX,Aggravated Assault Reported by Population,8280.0,3047.0,2022.0,30113.488,334017.321,162912.0,27495.98452361281,0.6188879117738287,746.487277646299,0.563748225350779,0.0980308213390089,0.0649758302467198
TX,2022/08,4,Texas,TX,Aggravated Assault Reported by Population,7780.0,2963.0,2022.0,30113.488,334017.321,154729.0,25835.5989847473,0.5655166366233795,701.4095434889139,0.5577194681873219,0.0921110857509045,0.0610521689999372
TX,2022/09,2,Texas,TX,Aggravated Assault Reported by Population,7551.0,2852.0,2022.0,30113.488,334017.321,149417.0,25075.1424079469,0.5410725926044738,680.7639412448315,0.5605474538235885,0.0893998468515527,0.0592551321489107
TX,2022/10,6,Texas,TX,Aggravated Assault Reported by Population,7585.0,2844.0,2022.0,30113.488,334017.321,148071.0,25188.04862458975,0.5447018393147043,683.8292271675336,0.5681898901745245,0.0898023888715438,0.059521941113692
TX,2022/11,2,Texas,TX,Aggravated Assault Reported by Population,6758.0,2473.0,2022.0,30113.488,334017.321,130100.0,22441.7709433062,0.4564257502158613,609.2706548712185,0.5761675794756942,0.0800111462088191,0.0530322054115135
TX,2022/12,5,Texas,TX,Aggravated Assault Reported by Population,7115.0,2566.0,2022.0,30113.488,334017.321,171037.0,23627.28621805617,0.494532840673282,641.4561570595915,0.4614161172761066,0.0842378374187256,0.0558336995417163
TX,2023/01,3,Texas,TX,Aggravated Assault Reported by Population,7309.0,2775.0,2023.0,30727.89,336806.231,140670.0,23786.2085551595,0.5152408954316564,666.8230197023879,0.569513275982315,0.0848044396883034,0.057356080105468
TX,2023/02,4,Texas,TX,Aggravated Assault Reported by Population,6401.0,2468.0,2023.0,30727.89,336806.231,120495.0,20831.238331040626,0.4183186597584406,583.9833286516603,0.5822723656035954,0.074269150149792,0.0502307112813108
TX,2023/03,7,Texas,TX,Aggravated Assault Reported by Population,7541.0,2915.0,2023.0,30727.89,336806.231,137642.0,24541.222973656837,0.5400051671014648,687.9891081646883,0.6005170524903714,0.0874962757818438,0.0591766589239751
TX,2023/04,4,Texas,TX,Aggravated Assault Reported by Population,7538.0,2873.0,2023.0,30727.89,336806.231,145845.0,24531.45985617626,0.5396849394505621,687.7154087449171,0.5665157211482416,0.0874614675564962,0.0591531169564944
TX,2023/05,8,Texas,TX,Aggravated Assault Reported by Population,7644.0,2827.0,2023.0,30727.89,336806.231,158604.0,24876.4233404897,0.5509996497824573,697.3861215768303,0.528267533357971,0.0886913581854414,0.0599849331408123
TX,2023/06,1,Texas,TX,Aggravated Assault Reported by Population,7417.0,2900.0,2023.0,30727.89,336806.231,151464.0,24137.68078445998,0.5267690908641534,676.6761988141484,0.5367428095187694,0.0860575358008135,0.058203590934773
TX,2023/07,3,Texas,TX,Aggravated Assault Reported by Population,7683.0,2915.0,2023.0,30727.89,336806.231,160102.0,25003.34386773709,0.5551626092441924,700.944214033855,0.5259948039680636,0.0891438651149589,0.0602909787180614
TX,2023/08,2,Texas,TX,Aggravated Assault Reported by Population,7338.0,2835.0,2023.0,30727.89,336806.231,151574.0,23880.585357471664,0.5183364293903824,669.4687807601755,0.5306404758285602,0.0851409191999959,0.0575836524577814
TX,2023/09,3,Texas,TX,Aggravated Assault Reported by Population,7156.0,2791.0,2023.0,30727.89,336806.231,146303.0,23288.289563650484,0.4989092852356189,652.8643492940604,0.5361230483564762,0.0830292201955807,0.0561554397639525
TX,2023/10,11,Texas,TX,Aggravated Assault Reported by Population,7062.0,2700.0,2023.0,30727.89,336806.231,152473.0,22982.378549259323,0.4888754855073344,644.2884341412318,0.5076707547297737,0.0819385624680255,0.0554177914495574
TX,2023/11,14,Texas,TX,Aggravated Assault Reported by Population,6455.0,2421.0,2023.0,30727.89,336806.231,130054.0,21006.97444569087,0.4240827574746891,588.9099182075405,0.5440263188957245,0.0748956982060471,0.0506544666959633
TX,2023/12,11,Texas,TX,Aggravated Assault Reported by Population,6970.0,2601.0,2023.0,30727.89,336806.231,153263.0,22682.976279855207,0.4790551708796517,635.8949852682506,0.498474370766619,0.0808711102240354,0.0546958377801494
TX,2024/01,8,Texas,TX,Aggravated Assault Reported by Population,6170.0,2524.0,2024.0,31290.831,340110.988,124442.0,19718.23631018301,0.3936611306389331,567.6512493915662,0.538916831381191,0.0703009888292563,0.0484179797852972
TX,2024/02,6,Texas,TX,Aggravated Assault Reported by Population,6149.0,2662.0,2024.0,31290.831,340110.988,122511.0,19651.123998592437,0.3914195370826142,565.7192111035235,0.5455480078092403,0.0700617147992054,0.0482531860129323
TX,2024/03,11,Texas,TX,Aggravated Assault Reported by Population,7239.0,3407.0,2024.0,31290.831,340110.988,136870.0,23134.572552579382,0.5077689169105934,666.001198435259,0.5748755993143462,0.0824811763589929,0.0568067675309184
TX,2024/04,1,Texas,TX,Aggravated Assault Reported by Population,7472.0,3236.0,2024.0,31290.831,340110.988,140993.0,23879.19962879861,0.5326399311307028,687.4376232502079,0.576027049456351,0.0851359786924154,0.0586351936719191
TX,2024/05,5,Texas,TX,Aggravated Assault Reported by Population,8104.0,3345.0,2024.0,31290.831,340110.988,157469.0,25898.96062523875,0.6001012229208706,745.5827755379663,0.5593812805328698,0.092336987596806,0.0635947014878523
TX,2024/06,11,Texas,TX,Aggravated Assault Reported by Population,7912.0,3149.0,2024.0,31290.831,340110.988,154316.0,25285.36234783921,0.5796066532630981,727.9184254758625,0.5572869676547859,0.0901493393220544,0.0620880155690878
TX,2024/07,6,Texas,TX,Aggravated Assault Reported by Population,7514.0,3156.0,2024.0,31290.831,340110.988,154555.0,24013.42425197976,0.5371231182433406,691.3016998262931,0.5284351491445761,0.0856145267525173,0.0589647812166488
TX,2024/08,4,Texas,TX,Aggravated Assault Reported by Population,7368.0,3178.0,2024.0,31290.831,340110.988,148636.0,23546.833895207197,0.5215387058994093,677.869433633235,0.5388019685924545,0.0839510025435917,0.0578190721325883
TX,2024/09,4,Texas,TX,Aggravated Assault Reported by Population,6954.0,3057.0,2024.0,31290.831,340110.988,145246.0,22223.762609564445,0.4773472900748374,639.7806788118236,0.5203961457263141,0.0792338859511586,0.0545702806202523
TX,2024/10,8,Texas,TX,Aggravated Assault Reported by Population,7378.0,3019.0,2024.0,31290.831,340110.988,140308.0,23578.79213882175,0.5226061314024183,678.7894518656362,0.5715573089332967,0.0840649425579016,0.057897545357524
TX,2024/11,2,Texas,TX,Aggravated Assault Reported by Population,6375.0,2698.0,2024.0,31290.831,340110.988,125239.0,20373.38030428147,0.4155433534506172,586.5116231557917,0.5532789709426705,0.0726367591226108,0.0500266808964781
TX,2024/12,10,Texas,TX,Aggravated Assault Reported by Population,6551.0,2566.0,2024.0,31290.831,340110.988,139446.0,20935.84539189771,0.4343300423035754,602.7039440460535,0.5106285630891942,0.0746421033744665,0.0514078096553455
TX,2025/01,3,Texas,TX,Aggravated Assault Reported by Population,5888.0,2526.0,2025.0,31290.831,340110.988,108808.0,18817.01384025244,0.3635597314540797,541.7067352378511,0.5881803882451595,0.0670878804257149,0.0462050348421118
TX,2025/02,7,Texas,TX,Aggravated Assault Reported by Population,5427.0,2443.0,2025.0,31290.831,340110.988,99119.0,17343.73880962126,0.3143514157653655,499.2938947241539,0.5951226447153655,0.0618352457660249,0.0425874191725783
TX,2025/03,9,Texas,TX,Aggravated Assault Reported by Population,6541.0,2837.0,2025.0,31290.831,340110.988,119584.0,20903.887148283156,0.4332626168005664,601.7839258136522,0.5945311840248767,0.0745281633601565,0.0513293364304099
TX,2025/04,9,Texas,TX,Aggravated Assault Reported by Population,6634.0,2909.0,2025.0,31290.831,340110.988,120854.0,21201.098813898552,0.4431896739785499,610.3400953749838,0.5966477455674338,0.0755878054932393,0.0520591374223115
TX,2025/05,8,Texas,TX,Aggravated Assault Reported by Population,6929.0,2991.0,2025.0,31290.831,340110.988,127470.0,22143.867000528047,0.4746787263173149,637.4806332308204,0.5908349010504582,0.0789490359153836,0.0543740975579132
TX,2025/06,6,Texas,TX,Aggravated Assault Reported by Population,6414.0,2728.0,2025.0,31290.831,340110.988,121779.0,20498.01745437825,0.4197063129123523,590.0996942621565,0.5724797352950699,0.0730811251784198,0.0503327264737271
TX,2025/07,21,Texas,TX,Aggravated Assault Reported by Population,6602.0,3009.0,2025.0,31290.831,340110.988,119345.0,21098.83243433196,0.4397739123689211,607.3960370312999,0.6012773677059859,0.0752231974474473,0.0518080231025174
TX,2025/08,15,Texas,TX,Aggravated Assault Reported by Population,6544.0,2838.0,2025.0,31290.831,340110.988,96236.0,20913.47462136752,0.4335828444514691,602.0599312833726,0.7391103657660577,0.0745623453644495,0.0513528783978906
TX,2025/09,15,Texas,TX,Aggravated Assault Reported by Population,5284.0,2255.0,2025.0,31290.831,340110.988,59498.0,16886.735925933062,0.2990872310723371,486.13763400081615,0.9653037816168928,0.0602059035613923,0.0414652520559984
TX,2025/10,8,,,,,,,,,,,,,,,
TX,2025/11,4,,,,,,,,,,,,,,,
UT,2021/11,0,Utah,UT,Aggravated Assault Reported by Population,375.0,224.0,2021.0,3339.738,332099.76,103323.0,11228.425702854536,-0.2249119483547732,3.771161261905157,0.3609029433036035,0.0400324561228055,0.0029427459350869
UT,2021/12,0,Utah,UT,Aggravated Assault Reported by Population,351.0,225.0,2021.0,3339.738,332099.76,106837.0,10509.806457871846,-0.2274737695619948,3.529806941143227,0.326694328959601,0.0374703789309459,0.0027544101952413
UT,2022/01,0,Utah,UT,Aggravated Assault Reported by Population,331.0,205.0,2022.0,3391.011,334017.321,128093.0,9761.100745470894,-0.2296086205680127,3.360378550548281,0.2545319979244214,0.0348010351267682,0.00259746374537
UT,2022/02,0,Utah,UT,Aggravated Assault Reported by Population,389.0,220.0,2022.0,3391.011,334017.321,120218.0,11471.505105704464,-0.2234175526505606,3.94920621197366,0.3187277615037038,0.0408991017048726,0.0030526084499968
UT,2022/03,0,Utah,UT,Aggravated Assault Reported by Population,409.0,244.0,2022.0,3391.011,334017.321,144091.0,12061.299712681555,-0.2212827016445427,4.152250233154825,0.2795929667923717,0.0430018832835292,0.0032095548998681
UT,2022/04,1,Utah,UT,Aggravated Assault Reported by Population,396.0,272.0,2022.0,3391.011,334017.321,146547.0,11677.933218146449,-0.2226703547984543,4.020271619387067,0.2661693496517966,0.0416350752574024,0.0031075397074518
UT,2022/05,1,Utah,UT,Aggravated Assault Reported by Population,446.0,296.0,2022.0,3391.011,334017.321,161556.0,13152.41973558918,-0.2173332272834094,4.52788167233998,0.271926514939032,0.0468920292040441,0.00349990583213
UT,2022/06,1,Utah,UT,Aggravated Assault Reported by Population,380.0,269.0,2022.0,3391.011,334017.321,155272.0,11206.097532564772,-0.2243782356032687,3.857836402442136,0.2410628237346073,0.039952849994477,0.0029819825475547
UT,2022/07,1,Utah,UT,Aggravated Assault Reported by Population,489.0,321.0,2022.0,3391.011,334017.321,162912.0,14420.478140589928,-0.2127432976204708,4.964426317879485,0.2956620430698112,0.051413009598156,0.0038373406993533
UT,2022/08,0,Utah,UT,Aggravated Assault Reported by Population,483.0,306.0,2022.0,3391.011,334017.321,154729.0,14243.539758496803,-0.2133837529222762,4.903513111525135,0.3074788172669693,0.050782175124559,0.0037902567643919
UT,2022/09,0,Utah,UT,Aggravated Assault Reported by Population,443.0,292.0,2022.0,3391.011,334017.321,149417.0,13063.950544542617,-0.2176534549343121,4.497425069162805,0.2920407826796559,0.0465766119672456,0.0034763638646493
UT,2022/10,0,Utah,UT,Aggravated Assault Reported by Population,477.0,304.0,2022.0,3391.011,334017.321,148071.0,14066.601376403676,-0.2140242082240816,4.842599905170785,0.3173132151009494,0.050151340650962,0.0037431728294305
UT,2022/11,0,Utah,UT,Aggravated Assault Reported by Population,369.0,241.0,2022.0,3391.011,334017.321,130100.0,10881.71049872737,-0.2255524036565786,3.746162190792495,0.2793758484767479,0.0387963201262159,0.0028956620001255
UT,2022/12,0,Utah,UT,Aggravated Assault Reported by Population,426.0,293.0,2022.0,3391.011,334017.321,171037.0,12562.625128612088,-0.2194680782894274,4.324837651158815,0.2453348918763945,0.0447892476253874,0.0033429593822587
UT,2023/01,0,Utah,UT,Aggravated Assault Reported by Population,360.0,229.0,2023.0,3443.222,336806.231,140670.0,10455.323531273903,-0.2265130866092867,3.6803354745536168,0.2503318484718827,0.0372761321659769,0.0028250360976834
UT,2023/02,0,Utah,UT,Aggravated Assault Reported by Population,365.0,254.0,2023.0,3443.222,336806.231,120495.0,10600.536358097152,-0.2259793738577822,3.731451245033528,0.2963049667910841,0.0377938562238377,0.0028642727101512
UT,2023/03,0,Utah,UT,Aggravated Assault Reported by Population,379.0,261.0,2023.0,3443.222,336806.231,137642.0,11007.132273202247,-0.2244849781535696,3.87457540237728,0.2693415334749358,0.0392434835858479,0.0029741352250612
UT,2023/04,0,Utah,UT,Aggravated Assault Reported by Population,402.0,239.0,2023.0,3443.222,336806.231,145845.0,11675.111276589194,-0.2220298994966489,4.109707946584871,0.2696184459922249,0.0416250142520076,0.0031546236424132
UT,2023/05,1,Utah,UT,Aggravated Assault Reported by Population,487.0,328.0,2023.0,3443.222,336806.231,158604.0,14143.72933258442,-0.2129567827210726,4.978676044743365,0.3003515780681385,0.050426323235641,0.0038216460543662
UT,2023/06,0,Utah,UT,Aggravated Assault Reported by Population,461.0,303.0,2023.0,3443.222,336806.231,151464.0,13388.622633103529,-0.2157320890288959,4.712874038247826,0.2977190307490159,0.0477341581347649,0.0036176156695335
UT,2023/07,0,Utah,UT,Aggravated Assault Reported by Population,480.0,318.0,2023.0,3443.222,336806.231,160102.0,13940.431375031872,-0.2137039805731789,4.907113966071489,0.2932645532184877,0.0497015095546359,0.0037667147969112
UT,2023/08,1,Utah,UT,Aggravated Assault Reported by Population,454.0,264.0,2023.0,3443.222,336806.231,151574.0,13185.32467555098,-0.2164792868810022,4.64131195957595,0.2929855719637684,0.0470093444537598,0.0035626844120785
UT,2023/09,0,Utah,UT,Aggravated Assault Reported by Population,421.0,277.0,2023.0,3443.222,336806.231,146303.0,12226.920018517538,-0.2200017910409319,4.303947874408535,0.2814776763412467,0.0435923656718786,0.0033037227697909
UT,2023/10,0,Utah,UT,Aggravated Assault Reported by Population,448.0,289.0,2023.0,3443.222,336806.231,152473.0,13011.069283363084,-0.2171197421828076,4.579973035000057,0.2874088662654627,0.0463880755843269,0.0035156004771172
UT,2023/11,1,Utah,UT,Aggravated Assault Reported by Population,378.0,249.0,2023.0,3443.222,336806.231,130054.0,10978.0897078376,-0.2245917207038705,3.8643522482812975,0.2843041365953122,0.0391399387742758,0.0029662879025676
UT,2023/12,0,Utah,UT,Aggravated Assault Reported by Population,405.0,276.0,2023.0,3443.222,336806.231,153263.0,11762.238972683144,-0.2217096718457462,4.140377408872819,0.258483481108338,0.041935648686724,0.0031781656098939
UT,2024/01,0,Utah,UT,Aggravated Assault Reported by Population,345.0,241.0,2024.0,3503.613,340110.988,124442.0,9846.97796246332,-0.2281142248638001,3.553976577198969,0.2691266134928421,0.0351072112561898,0.0027073262602799
UT,2024/02,1,Utah,UT,Aggravated Assault Reported by Population,327.0,229.0,2024.0,3503.613,340110.988,122511.0,9333.222590508713,-0.2300355907692163,3.368551712301632,0.259105840004721,0.0332755306689103,0.0025660744553958
UT,2024/03,1,Utah,UT,Aggravated Assault Reported by Population,409.0,262.0,2024.0,3503.613,340110.988,136870.0,11673.663729413038,-0.2212827016445427,4.213264985722836,0.290081194168951,0.0416198533442945,0.0032095548998681
UT,2024/04,0,Utah,UT,Aggravated Assault Reported by Population,366.0,248.0,2024.0,3503.613,340110.988,140993.0,10446.359229743695,-0.2258726313074813,3.770305586245864,0.2519927626641782,0.0372441719413491,0.0028721200326448
UT,2024/05,2,Utah,UT,Aggravated Assault Reported by Population,433.0,271.0,2024.0,3503.613,340110.988,157469.0,12358.67089201918,-0.2187208804373211,4.460498138919286,0.2669299841525306,0.0440620941273338,0.0033978906397137
UT,2024/06,0,Utah,UT,Aggravated Assault Reported by Population,462.0,296.0,2024.0,3503.613,340110.988,154316.0,13186.387880168271,-0.215625346478595,4.759238199031664,0.2906267276287136,0.0470131350735063,0.0036254629920271
UT,2024/07,0,Utah,UT,Aggravated Assault Reported by Population,476.0,327.0,2024.0,3503.613,340110.988,154555.0,13585.975391688524,-0.2141309507743825,4.90345753839626,0.2989705615095513,0.0484377755302792,0.003735325506937
UT,2024/08,0,Utah,UT,Aggravated Assault Reported by Population,452.0,282.0,2024.0,3503.613,340110.988,148636.0,12900.96822908238,-0.216692771981604,4.65622438519981,0.2952017714786336,0.0459955347472399,0.0035469897670914
UT,2024/09,0,Utah,UT,Aggravated Assault Reported by Population,506.0,360.0,2024.0,3503.613,340110.988,145246.0,14442.234344946202,-0.2109286742653555,5.212498979891822,0.3381822970675396,0.0514905765090783,0.0039707451817439
UT,2024/10,1,Utah,UT,Aggravated Assault Reported by Population,386.0,241.0,2024.0,3503.613,340110.988,140308.0,11017.198531915485,-0.2237377803014633,3.976333213909572,0.2670603442199963,0.0392793725938819,0.0030290664825161
UT,2024/11,0,Utah,UT,Aggravated Assault Reported by Population,361.0,277.0,2024.0,3503.613,340110.988,125239.0,10303.64940420075,-0.2264063440589858,3.718798679329936,0.2798157426095967,0.036735371778216,0.002832883420177
UT,2024/12,1,Utah,UT,Aggravated Assault Reported by Population,370.0,254.0,2024.0,3503.613,340110.988,139446.0,10560.527090178051,-0.2254456611062777,3.811511111778605,0.2575729172899347,0.0376512120718557,0.0029035093226191
UT,2025/01,0,Utah,UT,Aggravated Assault Reported by Population,305.0,229.0,2025.0,3503.613,340110.988,108808.0,8705.299358119748,-0.2323839268758361,3.141921321871553,0.2721094005519698,0.0310368099511243,0.0023934333605373
UT,2025/02,2,Utah,UT,Aggravated Assault Reported by Population,304.0,224.0,2025.0,3503.613,340110.988,99119.0,8676.757393011158,-0.232490669426137,3.131619940488368,0.2977290458512827,0.0309350499184976,0.0023855860380438
UT,2025/03,2,Utah,UT,Aggravated Assault Reported by Population,421.0,263.0,2025.0,3503.613,340110.988,119584.0,12016.16731071611,-0.2200017910409319,4.336881562321062,0.3417539583908348,0.0428409737358142,0.0033037227697909
UT,2025/04,0,Utah,UT,Aggravated Assault Reported by Population,363.0,269.0,2025.0,3503.613,340110.988,120854.0,10360.733334417928,-0.226192858958384,3.739401442096307,0.2915748962196878,0.0369388918434692,0.0028485780651641
UT,2025/05,1,Utah,UT,Aggravated Assault Reported by Population,405.0,273.0,2025.0,3503.613,340110.988,127470.0,11559.495868978682,-0.2217096718457462,4.172059460190095,0.3084264188264107,0.041212813213788,0.0031781656098939
UT,2025/06,2,Utah,UT,Aggravated Assault Reported by Population,416.0,273.0,2025.0,3503.613,340110.988,121779.0,11873.457485173163,-0.2205355037924364,4.285374655405135,0.3316083525286166,0.042332173572681,0.0032644861573231
UT,2025/07,1,Utah,UT,Aggravated Assault Reported by Population,421.0,280.0,2025.0,3503.613,340110.988,119345.0,12016.16731071611,-0.2200017910409319,4.336881562321062,0.342438354017425,0.0428409737358142,0.0033037227697909
UT,2025/08,0,Utah,UT,Aggravated Assault Reported by Population,383.0,266.0,2025.0,3503.613,340110.988,96236.0,10931.572636589715,-0.224058007952366,3.945429069760016,0.3863365029536029,0.038974092496002,0.0030055245150354
UT,2025/09,21,Utah,UT,Aggravated Assault Reported by Population,8.0,6.0,2025.0,3503.613,340110.988,59498.0,228.33572086871467,-0.2640864643152029,0.0824110510654833,0.0130524534640409,0.000814080261013,6.277857994852157e-05
UT,2025/10,9,,,,,,,,,,,,,,,
UT,2025/11,1,,,,,,,,,,,,,,,
VT,2021/11,0,Vermont,VT,Aggravated Assault Reported by Population,73.0,64.0,2021.0,647.21,332099.76,103323.0,11279.182954527896,-0.2571481985456446,0.1422654746874855,0.3625343778437332,0.0402134198219295,0.0005728545420302
VT,2021/12,2,Vermont,VT,Aggravated Assault Reported by Population,76.0,55.0,2021.0,647.21,332099.76,106837.0,11742.71102115233,-0.2568279708947418,0.1481120010445054,0.3650188148182786,0.0418660261159814,0.0005963965095109
VT,2022/01,1,Vermont,VT,Aggravated Assault Reported by Population,80.0,66.0,2022.0,648.142,334017.321,128093.0,12342.974224784077,-0.2564010006935383,0.1552355424106883,0.321857336758014,0.0440061311491753,0.0006277857994852
VT,2022/02,0,Vermont,VT,Aggravated Assault Reported by Population,74.0,56.0,2022.0,648.142,334017.321,120218.0,11417.25115792527,-0.2570414559953436,0.1435928767298867,0.3172203534374508,0.0407056713129871,0.0005807018645238
VT,2022/03,0,Vermont,VT,Aggravated Assault Reported by Population,85.0,67.0,2022.0,648.142,334017.321,144091.0,13114.410113833075,-0.2558672879420338,0.1649377638113563,0.304005117093908,0.0467565143459987,0.000667022411953
VT,2022/04,0,Vermont,VT,Aggravated Assault Reported by Population,88.0,64.0,2022.0,648.142,334017.321,146547.0,13577.271647262482,-0.255547060291131,0.1707590966517571,0.3094600300318581,0.0484067442640928,0.0006905643794337
VT,2022/05,0,Vermont,VT,Aggravated Assault Reported by Population,113.0,92.0,2022.0,648.142,334017.321,161556.0,17434.451092507505,-0.2528784965336086,0.2192702036550973,0.3604575903726806,0.0621586602482101,0.0008867474417728
VT,2022/06,0,Vermont,VT,Aggravated Assault Reported by Population,101.0,80.0,2022.0,648.142,334017.321,155272.0,15583.004958789892,-0.2541594071372194,0.195984872293494,0.3352177835968311,0.0555577405758338,0.00079257957185
VT,2022/07,0,Vermont,VT,Aggravated Assault Reported by Population,92.0,71.0,2022.0,648.142,334017.321,162912.0,14194.420358501686,-0.2551200900899275,0.1785208737722916,0.2910271963572108,0.0506070508215516,0.0007219536694079
VT,2022/08,0,Vermont,VT,Aggravated Assault Reported by Population,89.0,67.0,2022.0,648.142,334017.321,154729.0,13731.55882507228,-0.2554403177408302,0.1726995409318908,0.2964265581697388,0.0489568209034575,0.0006984117019273
VT,2022/09,0,Vermont,VT,Aggravated Assault Reported by Population,94.0,74.0,2022.0,648.142,334017.321,149417.0,14502.994714121289,-0.2549066049893257,0.1824017623325588,0.3242101930093599,0.051707204100281,0.0007376483143951
VT,2022/10,1,Vermont,VT,Aggravated Assault Reported by Population,96.0,85.0,2022.0,648.142,334017.321,148071.0,14811.56906974089,-0.2546931198887239,0.186282650892826,0.3341181339007175,0.0528073573790103,0.0007533429593822
VT,2022/11,0,Vermont,VT,Aggravated Assault Reported by Population,68.0,50.0,2022.0,648.142,334017.321,130100.0,10491.528091066462,-0.257681911297149,0.1319502110490851,0.269358347899636,0.037405211476799,0.0005336179295624
VT,2022/12,0,Vermont,VT,Aggravated Assault Reported by Population,76.0,70.0,2022.0,648.142,334017.321,171037.0,11725.82551354487,-0.2568279708947418,0.1474737652901539,0.2289930731097778,0.0418058245917165,0.0005963965095109
